nan,nan
nan,nan
5.459686266213026329e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.799225517534088103e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.121160893999996855e-01,nan
nan,nan
nan,nan
6.066790167325835093e-01,nan
4.584608192732914089e-02,nan
nan,nan
nan,nan
nan,nan
3.014449889201302746e-01,nan
3.092937142616088986e-01,nan
5.403206479442408394e-01,nan
4.003374270166309978e-01,nan
6.406002758345199499e-01,nan
nan,nan
nan,nan
8.451960004855514630e-02,nan
nan,nan
5.754465846107754690e-01,nan
nan,nan
3.269667037860956582e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
2.880822366098870213e-01,nan
nan,nan
nan,nan
2.587627930741774329e-01,nan
8.354689111509806532e-01,nan
6.252095231781922280e-01,nan
nan,nan
4.372424812709738706e-01,nan
6.012415566571336356e-01,nan
5.645697274197075677e-02,nan
4.483366098009067269e-01,nan
nan,nan
2.958492834242738012e-01,nan
8.434618114683109513e-02,nan
nan,nan
nan,nan
3.088284479745447286e-01,nan
nan,nan
5.508030753310617644e-01,nan
2.709319250907826424e-02,nan
nan,nan
4.124255799928717159e-01,nan
nan,nan
nan,nan
nan,nan
6.662170401854049517e-01,nan
3.355588490021230164e-02,nan
nan,nan
6.728091107177723573e-02,nan
nan,nan
3.438094025651577401e-01,nan
nan,nan
nan,nan
nan,nan
4.526879015053815736e-01,nan
nan,nan
4.124255799928717159e-01,nan
3.658860376853317331e-01,nan
3.828448243578066457e-01,nan
6.999325156728072872e-02,nan
nan,nan
7.296956759237099854e-02,nan
2.993331308767646637e-01,nan
5.505992556600314281e-01,nan
3.150393520471501674e-01,nan
3.833300260166017798e-02,nan
8.183187610518903587e-02,nan
3.874193330383293027e-02,nan
3.494183714054991535e-02,nan
4.119824013443920130e-01,nan
nan,nan
1.980723114312919059e-02,nan
5.142448857835026782e-02,nan
nan,nan
nan,nan
nan,nan
nan,nan
6.729979721341705634e-02,nan
nan,nan
nan,nan
4.028630583625898431e-01,nan
2.970588035892923751e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
5.822990256257500885e-01,nan
nan,nan
nan,nan
5.698517938283317319e-01,nan
5.079722116522006337e-01,nan
nan,nan
nan,nan
5.891825668967584084e-01,nan
nan,nan
6.048152612507597947e-01,nan
2.819924244511289382e-02,nan
nan,nan
4.124255799928717159e-01,nan
nan,nan
2.792586689004327161e-01,nan
5.649624085071360824e-01,nan
nan,nan
3.833300260166017798e-02,nan
3.962702345368235846e-01,nan
nan,nan
nan,nan
3.318243969778730124e-02,nan
5.576961941895682839e-01,nan
5.816147392830024465e-01,nan
4.526879015053815736e-01,nan
7.672406798236174330e-01,nan
8.124769169379958411e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
6.165644591009035169e-01,nan
5.596288760173765420e-01,nan
4.871467430606612470e-01,nan
nan,nan
nan,nan
2.958492834242738012e-01,nan
nan,nan
6.269919767796233723e-01,nan
8.336048597324646758e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.195405706606426532e-01,nan
nan,nan
nan,nan
5.596151284128495496e-01,nan
nan,nan
nan,nan
6.671613472673959544e-01,nan
nan,nan
4.140392420663139283e-01,nan
2.780209002329613877e-01,nan
nan,nan
5.350846669496180930e-01,9.614125187462443378e-01
nan,nan
3.523813164727617742e-01,8.025683377010002229e-01
nan,nan
3.800847573448258854e-01,nan
6.596830270514116856e-01,nan
nan,nan
nan,nan
3.733755496889544223e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
6.503703836028258412e-01,nan
7.291576092103246864e-02,nan
3.098075410695561027e-01,nan
8.880602781073138052e-03,nan
nan,nan
nan,nan
6.420198572444442142e-01,nan
5.596288760173765420e-01,nan
3.257729220724435715e-01,nan
2.958492834242738012e-01,nan
3.690017129891887682e-01,nan
3.800847573448258854e-01,nan
nan,nan
6.339851760468195874e-02,nan
nan,nan
nan,nan
4.929627330689775877e-02,nan
3.402095479292610580e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.314439515275068221e-02,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.337871836382952373e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
2.793686228333129851e-01,nan
nan,nan
3.094178193490512152e-01,nan
3.968398319596131429e-01,nan
3.804028085791078539e-01,nan
nan,nan
nan,nan
nan,nan
5.455281652097254685e-01,nan
nan,nan
nan,nan
nan,nan
3.621786235134293042e-02,nan
3.071330535673392759e-01,nan
3.241888267649019051e-01,nan
2.767301319942215843e-01,nan
nan,nan
6.187929700077309247e-01,nan
nan,nan
3.082496496109562445e-01,nan
3.386903703706892199e-01,nan
nan,nan
2.499423999583321176e-01,nan
3.034904495310641326e-01,nan
nan,nan
nan,nan
3.579136377097814903e-02,nan
nan,nan
8.988657069421798207e-01,nan
3.914220920292088568e-01,nan
3.241888267649019051e-01,nan
6.339851760468195874e-02,nan
7.717934775122550772e-02,nan
7.139416206225044359e-01,nan
7.709212444665219932e-01,nan
nan,nan
3.408901754183576438e-01,nan
nan,nan
nan,nan
3.657379886291438065e-01,nan
nan,nan
nan,nan
nan,nan
4.283528120657801863e-01,nan
6.362936974739274998e-01,nan
nan,nan
nan,nan
4.616361392723272172e-01,nan
nan,nan
nan,nan
nan,nan
9.068119837787952386e-01,nan
2.958492834242738012e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
9.329558382821122597e-01,nan
6.135236019735426094e-01,nan
nan,nan
9.417017360614894361e-01,nan
4.123076626726333571e-01,nan
nan,nan
2.201193259788940260e-02,nan
2.895513470607782858e-01,nan
nan,nan
5.404771446478289221e-01,nan
2.852247526184478743e-01,nan
nan,nan
2.852450108302068132e-01,nan
nan,nan
4.831801959595924956e-01,8.839483453802884361e-01
nan,nan
nan,nan
5.429350333945724971e-01,8.394968785673823097e-01
nan,nan
nan,nan
4.058024092044705267e-01,nan
6.478686424189412929e-02,nan
nan,nan
4.039968994443707967e-02,nan
nan,nan
3.355588490021230164e-02,nan
nan,nan
3.968398319596131429e-01,nan
3.968398319596131429e-01,nan
2.114010310219135297e-02,nan
nan,nan
nan,nan
nan,nan
2.189865879338754873e-01,nan
nan,nan
3.385393888509133364e-01,nan
nan,nan
nan,nan
4.979550774557795489e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.328368502091142433e-01,nan
6.162520844704476586e-01,nan
2.852078842269832326e-01,nan
nan,nan
nan,nan
2.888510263299717828e-01,nan
2.826639586127693282e-01,nan
nan,nan
4.182321538337038236e-01,nan
nan,nan
nan,nan
8.986657344481502330e-01,nan
nan,nan
nan,nan
5.404771446478289221e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
8.898064122055914238e-01,nan
nan,nan
nan,nan
3.032196943608886919e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.012735285812429331e-01,nan
nan,nan
7.717800258444204586e-02,nan
nan,nan
nan,nan
6.339851760468195874e-02,nan
nan,nan
7.649133260615410546e-01,nan
nan,nan
nan,nan
6.270083878143816181e-01,nan
3.833300260166017798e-02,nan
3.087999304387353261e-01,nan
nan,nan
nan,nan
3.084817715911106206e-01,nan
6.844116853885185980e-01,nan
nan,nan
nan,nan
2.835864470895325951e-02,nan
nan,nan
nan,nan
5.729945338878721373e-01,nan
4.315504887367570958e-02,nan
nan,nan
7.727409322845193440e-01,nan
nan,nan
2.676981441433375422e-02,nan
5.462493629290113978e-02,nan
nan,nan
nan,nan
5.920462117520657319e-01,nan
nan,nan
6.455831233438307226e-01,nan
3.958220787712450339e-01,nan
7.766577351179356770e-01,nan
7.184413918365379903e-01,nan
nan,nan
nan,nan
nan,nan
5.665659280230309625e-01,nan
2.214677211626373335e-02,nan
3.832756812785498290e-02,nan
5.462493629290113978e-02,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.777969192021805367e-01,nan
nan,nan
nan,nan
nan,nan
3.989003315351861284e-02,nan
2.957636232035028567e-01,nan
nan,nan
nan,nan
9.279519523643082746e-01,nan
nan,nan
nan,nan
3.439970264281151935e-01,nan
nan,nan
2.958492834242738012e-01,nan
8.380445827012843463e-01,nan
5.462493629290113978e-02,nan
nan,nan
nan,nan
5.029512690195822033e-01,nan
nan,nan
3.968398319596131429e-01,nan
nan,nan
nan,nan
3.631509907745233967e-01,6.564741854961320122e-01
3.833870610882205571e-02,nan
5.134902472179798949e-02,nan
4.708616159133445778e-01,nan
nan,nan
2.775328468205853216e-01,nan
4.979550774557795489e-01,nan
4.982644927193117246e-01,nan
6.503796921569674483e-01,nan
nan,nan
2.780231332098219155e-01,nan
5.273705389964926660e-01,nan
nan,nan
4.146783039018015482e-01,nan
nan,nan
nan,nan
7.922774889674801813e-01,nan
6.416904797058454735e-01,nan
nan,nan
9.767270004459497335e-01,nan
4.085145075699530004e-01,nan
3.024429950601171257e-01,nan
nan,nan
nan,nan
nan,nan
5.665659280230309625e-01,nan
nan,nan
nan,nan
nan,nan
4.124255799928717159e-01,nan
3.279161494051995307e-01,nan
3.527721412300291459e-01,nan
7.052432072305835353e-01,nan
nan,nan
7.417598580278693676e-01,nan
nan,nan
3.968398319596131429e-01,nan
3.190579301994032613e-01,nan
2.148715613232481114e-02,nan
6.339913638140234897e-02,nan
3.241888267649019051e-01,nan
3.981950067839451490e-01,nan
nan,nan
5.462493629290113978e-02,nan
nan,nan
5.376002633513722317e-01,nan
nan,nan
2.859804942207330725e-01,nan
6.650703662125097282e-02,nan
6.684094199124286373e-01,nan
5.471649641518433471e-01,nan
4.840157597588083671e-02,nan
nan,nan
2.959416156722907143e-01,nan
nan,nan
nan,nan
nan,nan
2.958492834242738012e-01,nan
2.937572800426321296e-01,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
5.851991245008894005e-01,nan
nan,nan
